"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale"
"852","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","False","True","Celsius"
"853","Atmospheric pressure","Lower","34°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","False","False","True","True","True","True","False","True","Fahrenheit"
"854","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","False","True","False","Fahrenheit"
"856","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","True","False","Fahrenheit"
"857","Temperature","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","False","True","True","True","False","False","True","Fahrenheit"
"858","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"859","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","False","False","False","Celsius"
"860","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","False","True","False","Celsius"
"861","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"862","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit"
"863","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","False","True","False","Fahrenheit"
"864","Atmospheric pressure","Higher","34°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The temperature of the air","True","False","False","False","False","False","False","False","False","False","Celsius"
"866","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","False","False","False","Celsius"
"867","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit"
"868","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","False","False","True","False","False","Fahrenheit"
"869","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"870","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"871","Atmospheric pressure","Higher","34°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","False","False","True","False","True","False","False","True","Fahrenheit"
"872","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","False","False","True","Fahrenheit"
"873","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","False","True","Fahrenheit"
"874","Atmospheric pressure","Higher","34°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Oceans heat up and cool down quicker than land","Snowy weather","The temperature of the air","True","False","False","False","True","False","False","False","False","False","Celsius"
"875","High tide","Lower","0°","Cirrus","Fall in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","False","True","False","False","False","False","False","False","False","True","Fahrenheit"
"876","High tide","Higher","32°","Cumulonimbus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Evaporation","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","False","True","False","False","False","False","Fahrenheit"
"877","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","False","True","False","True","False","True","True","True","True","Fahrenheit"
"878","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","True","True","False","True","Fahrenheit"
"879","Atmospheric pressure","Lower","34°","Cumulonimbus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","False","True","False","False","True","False","False","False","Fahrenheit"
"880","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit"
"881","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit"
"882","Atmospheric pressure","Lower","34°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","False","True","True","True","True","True","True","True","Fahrenheit"
"883","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit"
"884","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The amount of rain an area receives","True","True","True","True","False","True","True","False","False","False","Fahrenheit"
"885","Atmospheric pressure","Higher","32°","Cumulus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","True","True","True","False","False","Fahrenheit"
"886","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","False","True","False","True","True","Fahrenheit"
"887","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","False","True","False","True","True","Fahrenheit"
"888","Atmospheric pressure","Lower","32°","Cirrus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans and land heat up and cool down at the same speed","Stormy weather","The average weather over an extended period of time","True","True","True","False","False","True","False","False","False","True","Fahrenheit"
"889","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","True","True","True","True","True","Celsius"
"891","Rainfall","Higher","0°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","False","False","True","True","True","True","False","False","Fahrenheit"
"892","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","False","True","Fahrenheit"
"893","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","True","False","True","Fahrenheit"
"894","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The temperature of the air","True","False","True","True","True","True","False","False","False","False","Fahrenheit"
"895","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Snowy weather","The average weather over an extended period of time","True","True","True","True","False","True","True","False","False","True","Celsius"
"896","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","False","True","Fahrenheit"
"897","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","False","True","False","Celsius"
"898","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","True","True","False","False","False","Fahrenheit"
"899","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","True","False","True","Fahrenheit"
"900","Atmospheric pressure","Lower","32°","Cirrus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","False","True","Fahrenheit"
"901","Atmospheric pressure","Higher","32°","Cirrus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","False","False","False","False","False","True","Fahrenheit"
"902","Atmospheric pressure","Higher","34°","Cumulus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Oceans and land heat up and cool down at the same speed","Calm weather","The temperature of the air","True","False","False","False","False","False","False","False","True","False","Celsius"
"903","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The amount of rain an area receives","True","True","True","True","False","True","True","False","True","False","Fahrenheit"
"904","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit"
"905","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit"
"906","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"907","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Snowy weather","The amount of rain an area receives","True","True","True","True","False","False","True","True","False","False","Fahrenheit"
"908","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","False","False","False","False","True","Fahrenheit"
"910","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"911","Temperature","Lower","32°","Cirrus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Heat density","Land heats up and cools down quicker than oceans","Snowy weather","The average weather over an extended period of time","False","True","True","False","True","False","False","True","False","True","Fahrenheit"
"912","Atmospheric pressure","Higher","32°","Stratus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans and land heat up and cool down at the same speed","Snowy weather","The temperature of the air","True","False","True","False","False","False","True","False","False","False","Fahrenheit"
"913","Temperature","Higher","0°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Heat density","Land absorbs and stores more heat energy than oceans","Stormy weather","The temperature of the air","False","False","False","True","False","False","False","False","False","False","Celsius"
"914","Atmospheric pressure","Lower","34°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","False","False","True","True","True","True","False","False","Fahrenheit"
"915","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","False","False","Celsius"
"916","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit"
"917","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"918","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Fahrenheit"
"919","Rainfall","Higher","32°","Cirrus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","False","True","False","False","False","False","True","Fahrenheit"
"920","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","True","True","Fahrenheit"
"921","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","True","False","Fahrenheit"
"922","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","False","True","True","False","False","Fahrenheit"
"923","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","True","True","True","True","False","Fahrenheit"
"924","Atmospheric pressure","Higher","0°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","False","False","True","False","False","False","False","True","Fahrenheit"
"925","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","True","False","False","True","Fahrenheit"
"926","Atmospheric pressure","Higher","0°","Cirrus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Snowy weather","The average weather over an extended period of time","True","False","False","False","False","True","True","True","False","True","Fahrenheit"
"927","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"928","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","True","True","False","False","False","Fahrenheit"
"929","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit"
"930","Temperature","Higher","34°","Cumulonimbus","Spring in the northern hemisphere","It increases heat transfer from the environment to the body","Heat density","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","False","False","False","True","False","False","False","False","False","True","Fahrenheit"
"931","Atmospheric pressure","Lower","32°","Cumulonimbus","Fall in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Oceans heat up and cool down quicker than land","Snowy weather","The temperature of the air","True","True","True","True","False","False","False","False","False","False","Fahrenheit"
"932","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","False","True","True","False","True","Fahrenheit"
"933","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit"
"935","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"936","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The temperature of the air","True","True","True","True","False","True","True","False","False","False","Fahrenheit"
"937","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The temperature of the air","True","True","True","True","True","False","True","False","True","False","Fahrenheit"
"939","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","False","False","False","Fahrenheit"
"940","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit"
"941","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","False","False","Fahrenheit"
"942","Atmospheric pressure","Lower","0°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","False","False","True","True","True","True","True","True","Fahrenheit"
"943","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","True","True","Fahrenheit"
"944","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","False","False","True","Fahrenheit"
"945","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","True","False","False","Fahrenheit"
"946","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","True","False","False","True","Fahrenheit"
"947","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit"
"948","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit"
"949","Rainfall","Higher","34°","Cumulus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Evaporation","Land heats up and cools down quicker than oceans","Snowy weather","The temperature of the air","False","False","False","False","False","False","False","True","False","False","Fahrenheit"
"950","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit"
"951","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit"
"952","Atmospheric pressure","Lower","32°","Cumulonimbus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","True","True","True","True","False","Celsius"
"953","Atmospheric pressure","Higher","0°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","False","False","True","False","False","False","False","False","Celsius"
"954","Atmospheric pressure","Lower","0°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","False","True","True","True","True","True","True","True","Fahrenheit"
"955","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit"
"956","Atmospheric pressure","Higher","34°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","False","True","True","True","True","False","False","False","Fahrenheit"
"957","Atmospheric pressure","Higher","32°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","False","True","True","False","False","Fahrenheit"
"958","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","False","True","Fahrenheit"
"959","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","True","True","False","Fahrenheit"
"960","Rainfall","Higher","34°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","False","False","False","True","True","False","False","False","False","True","Fahrenheit"
"961","Temperature","Higher","32°","Cumulonimbus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","False","False","True","True","False","False","False","False","True","True","Celsius"
"962","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit"
"963","Rainfall","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The average weather over an extended period of time","False","False","True","False","True","True","True","False","False","True","Fahrenheit"
"964","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit"
