"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale","workerId_hash"
"656","Atmospheric pressure","Lower","32°","Cumulonimbus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","False","True","False","Celsius","c3e3c12b9a1c19f9cbdee2abe1ae0266d07aebae58d89ab218a462197bc449b5"
"657","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit","54c7c2e2efe8caa7ec759a97d9fbf161e982a3ee52357e88699c84184981d1bf"
"658","Temperature","Lower","0°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Evaporation","Oceans heat up and cool down quicker than land","Snowy weather","The temperature of the air","False","True","False","False","False","True","False","False","False","False","Celsius","975df0ec0c9c0b431032a58633af6ee50dc94beb72cceea576d30505ec8397a6"
"659","Atmospheric pressure","Lower","32°","Cumulonimbus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","False","True","False","Celsius","93738be1d12e7a9ac9bac3413028d50d48ffa04e44ebe1de74d7b7251c076021"
"661","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit","81f3a870f2b8c02e54dead7fa8c450c000ee2333d9e8c08ca5a0af547949dcbd"
"662","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans and land heat up and cool down at the same speed","Snowy weather","The average weather over an extended period of time","True","False","True","True","False","False","True","False","False","True","Celsius","a790e01bac371bab1a9c2e924942d79cd3038530818a9f9b7f8fff64632099be"
"663","Atmospheric pressure","Higher","32°","Cumulonimbus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","False","False","True","False","False","Celsius","603c6d8791ac65cc4031ffccb8ca3504f92ee3a176530f5b35aa6bc7fecb0926"
"664","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit","92ede10562ec0f54f4e5d59f361e3637f0e06428367e3fe1062b3b488a109590"
"665","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","True","False","False","Fahrenheit","78fc76a265cb0a1dc71dfff249c15333dc5931348cffd7b079c6674c22470591"
"666","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","False","True","False","Fahrenheit","13876d758fe4df4171b81cb7145ce23e93f37bb9e09f7b5e96ec808ea13f71af"
"667","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit","03426b287376e3c0a5c8887542a1843e6f30b8b97cd04afb05eb05763e2b607d"
"668","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","False","True","False","Celsius","ce9f825f90879c711a0455c2cce661fa34a1bcf69c7c483b7bb6208ca90c99b7"
"669","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit","5e217bacc26b255b681e5cf8507526c51e94fbb9071b6fa62c3f02d2fe5f6430"
"670","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","False","False","False","Fahrenheit","ff6660541694709ea63158af9cd40789fae51a171721b4b0ef43de7bc520801f"
"671","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit","fb7f00a0130a56c00ed560aa23c8668ca2c40f3036da2e1090e31aaaa34b7ebb"
"672","Rainfall","Lower","32°","Cirrus","Fall in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","False","True","True","False","False","False","True","False","False","False","Fahrenheit","3a11de3a4ea61f966ab89734f39487e641255a3759c12d35af5364f60296eb9a"
"673","Atmospheric pressure","Lower","32°","Cumulus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","False","True","True","False","False","True","Fahrenheit","8a0b986b309d867379724d120c7480fe594c06a5ee62f8cd7a17bab0c0a77e69"
"674","Temperature","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Heat density","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","False","False","False","False","False","False","Fahrenheit","08c0d43cd7f7b84bcca155b29924806d901dc97121614d78afcc4eaf1f0bcdf3"
"675","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","True","False","False","Fahrenheit","f429c7c71aaa80399e4fea726843a31061ba568b63c2897ce70bf72ff130534e"
"676","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit","5c76d229b518372736f27606c2517606e428ef39a7fc8d599536fa3292e18dfc"
"677","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Snowy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","False","True","Fahrenheit","016957e91386249292a9b8ca7b499e887fcd013bb89297812464fa09263207b2"
"678","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Stormy weather","The average weather over an extended period of time","True","False","True","True","False","True","True","False","False","True","Fahrenheit","e10ff28194d235a4a62f5daaa09558335623270d3c2ece4dd3380f33ea5b872b"
"679","Atmospheric pressure","Lower","32°","Stratus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","False","False","True","True","False","False","Fahrenheit","b8a9c1d98730d5732194a8f09da2d4a65390cf67da75a4ee59a08953723e003d"
"680","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","True","True","False","Fahrenheit","11c3d139a7f5f4b8ef36825d86a187b91cbcd92a0d9c1277f803981d796d82bb"
"682","Atmospheric pressure","Higher","34°","Cumulus","Fall in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","False","False","False","False","False","True","False","True","True","Fahrenheit","fff06185447ae8dea7c59628868cca93d6b7505a0b52758059edc2239df200ed"
"683","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit","92eebfc9abc4e30fe22132a1c44395d0ef26a7171e46f0e7d3d7ce4ac559e5ae"
"684","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The temperature of the air","True","False","True","True","True","False","True","True","True","False","Celsius","645f5e8d1a4bff4de59eddce4bedd14d25aa9d6c2f8d94871c6618df2cc55981"
"686","Temperature","Lower","32°","Cumulonimbus","Fall in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","False","True","True","True","False","False","True","False","True","True","Fahrenheit","82d435d4f1ff435e2c3090162c681b8e2fbcd4380713735def873c2c996dafa4"
"687","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","e5586314dfc1f7c1abef42b2c717084d4d96aebacd3be8292c32e93ec5c77849"
"688","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","71871941158e010ff31ff4777443574b6741c9d23f456791803fcc12cc116dd9"
"689","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","True","True","True","True","False","True","True","False","True","True","Fahrenheit","30cae59fa3622e40554a2b2d6691716b5d74738c2b7aa9a989a1a82f855d0324"
"690","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","False","True","True","True","False","Fahrenheit","91f193594146e432b589eced715c87d7ea66bb1f7f5cee7ebd8809506d2848e8"
"691","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","True","True","Fahrenheit","9ba7b963c147a575e64c1b707752f6f8e211744b35a109ea4c1b8408a4038f98"
"692","Rainfall","Higher","0°","Cumulus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","False","False","False","False","False","False","False","False","Fahrenheit","df201ae3f12eb2b4a59321985f95ece9ee05ad865c951bde6aca7ada074d4804"
"693","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","True","False","False","Fahrenheit","cb4eb64ca8da7e30dc10947fca6a00c55033d9ec1ce51b08ace4c5f706320f3c"
"695","Atmospheric pressure","Lower","0°","Cirrus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","True","False","False","True","False","True","False","False","True","Fahrenheit","6c4891abd84d020dd50aa90a6aa4cdd303f07c4c6ba0feb1d764dba4779075e9"
"697","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit","c9e269ccd2cb6728a84898cc952d0fe9d335d493a9c2dcbe827119d0aec7713d"
"698","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","False","True","Fahrenheit","f061e448132811778547010595639d4a0309f43804d87c9aa10cdb8e2c00017f"
"701","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","False","True","True","False","True","Fahrenheit","404a00a57aac5a02e991ab3d6beb69d2be6f124fc0ce7052ac124ab8e5f4becf"
"703","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit","c93f9a00b62fb6c5d9c8dff63af0ab9bf1f5295de3cb2d65e00d357e8cc0492b"
"704","Temperature","Higher","32°","Cirrus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","False","False","True","False","False","False","True","False","False","True","Celsius","86d29e23396b4ae7c17a4a92f6680bf76881df19c326de4a87c2678a97590d44"
"705","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","False","True","Fahrenheit","9399de5dd963243a4907737e9a3c50b4c41968af732e7c203f8fa3070fd152dd"
"706","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The temperature of the air","True","True","True","True","False","False","True","False","True","False","Celsius","6ea9cc7e011d239145eed139aea277a29ac515967173c2be64757acecde821b2"
"707","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","False","True","True","False","True","Fahrenheit","f56be0487279048225b5df5c926be09e0dd8c74dfd9256e6ba97e193fbabe45b"
"708","Atmospheric pressure","Higher","32°","Cumulus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","False","True","False","False","False","Fahrenheit","d94f6d21a6d53d8bfc44d2395909d423d9e5c995603baa1a4bb3a80a814a464b"
"709","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Condensation","Oceans and land heat up and cool down at the same speed","Stormy weather","The temperature of the air","True","True","True","False","True","False","False","False","False","False","Fahrenheit","719020a60e4f8b5620e173e79d9335e7bba42d429f13a0784e0fa249ca2d1eb6"
"710","High tide","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Heat density","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","False","False","True","True","True","False","False","False","True","True","Fahrenheit","8045e78cd3fb4c18701124cb5d55427c0f01e2104472f21b9d0af93bc89bf143"
"711","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","False","False","False","True","Fahrenheit","529d322ff3852ef0b56bf5113b78c0ae366ccac5777bf8f7bcbf465a02c6b4b7"
"712","Atmospheric pressure","Higher","34°","Stratus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Evaporation","Oceans and land heat up and cool down at the same speed","Stormy weather","The amount of rain an area receives","True","False","False","False","False","True","False","False","False","False","Celsius","268de4d867b811314d1626b4d2140b9588c27906d50c15a67a42974f07f8fd3f"
"713","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","False","True","Fahrenheit","31e29dcd34ddbc90e99e6d8fe4db7bcaf217abe22dbb24eca2e2fc61d409f073"
"714","Temperature","Higher","0°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Heat density","Land absorbs and stores more heat energy than oceans","Stormy weather","The temperature of the air","False","False","False","True","False","False","False","False","False","False","Celsius","7882d0d0b84dbfcf15f020c3b8718ff345e6366ec75f290c9e738507acdccd6b"
"716","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","True","False","False","Fahrenheit","f4bc4e5c6ffbd96f08cd97d4ca5d8ec77e6399630f78ad522fe68bf4c48ded17"
"717","High tide","Higher","0°","Stratus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Oceans and land heat up and cool down at the same speed","Calm weather","The temperature of the air","False","False","False","False","False","False","False","False","True","False","Fahrenheit","639520587ead98cf07a8cb0cd6b4d4296b441e221efb050b84b066aa5f039f73"
"718","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Fahrenheit","b0c95e7e7830a708cbab5c1c4c1a82506994f0b7ff169ddeacc7f819629ba12f"
"720","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit","89a3e28f769be4deaa882cd8434047c319ee227939951c45e6a4d3382a71d7cd"
"721","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Fahrenheit","343b9f6c9a0ba1439d1e2aaf72e2d41215609cee21333eb009bd6b7f4df9e469"
"723","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","False","False","False","Fahrenheit","b18c9dad88ffc55fcb26662ecc14868f7aad6bbccd91a010d4738f502f0cfb67"
"726","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","False","False","True","Fahrenheit","6e987c8e19f04b223ac7e302db67090a766bab2a0b665c16d64df67e59ce5239"
"728","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit","30da09a1e686fe30956c1f756a6a9e26df309ff5f7113361355280fa0d1eef89"
"729","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","True","False","True","Fahrenheit","5378e83f665a6e4531ef3f7882aca76a1547fbe9b3ecb455e327adeff999f776"
"730","High tide","Lower","0°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","False","True","False","False","True","False","True","False","False","False","Fahrenheit","ed064ce1196d15b85719ffd61dcf28405a6fa3047524b9b76e2814d2790146b0"
"731","Temperature","Higher","0°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","False","False","False","False","True","False","True","True","False","True","Fahrenheit","97ff19f8b73bf49a14a4b3849f8470efd15530eef7557370000781a6aa327afe"
"732","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","6eaaebdee1e600ce950865e019b5df6793997f2cf1232b251fbf4e04921f7d90"
"733","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","True","True","False","Fahrenheit","b8d9e3d7c2f092599c4a627b07bc4353e2b89413467f3db7c1d710efcd4e08e8"
"734","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","False","True","False","Fahrenheit","216c8bd717f4402cdc0e02660bcf4f65d24b3aa3828bfa19b46a78c519d531df"
"735","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","True","True","Fahrenheit","5a701c19719ce4103908cbe03e2fa5d98cd1166db29a58f16b38b922551f5bf0"
"736","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","False","True","False","False","True","Fahrenheit","2056e2f8cee45d4ec548f1d325350f3e0d2e8da6c6d0175c400f11ccd787ddf6"
"737","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","02b2f5a3fa9678785f3fc83f470ccfa214b75d160837ab24213aae2dab1f91b2"
"738","Temperature","Higher","34°","Cirrus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Oceans and land heat up and cool down at the same speed","Stormy weather","The average weather over an extended period of time","False","False","False","False","True","False","False","False","False","True","Fahrenheit","6e6e2a449a79bae972c90803eabb1a984b73b5756878ea96e646c67af6a9dce1"
"739","Atmospheric pressure","Higher","32°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","False","False","True","True","False","True","Fahrenheit","c6094b7b32ef1fd533745b37958ee4434d65948727976e83cb76cf8173c0169e"
"740","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit","9cde60354c7e537fa5926a9ea3a729e3bd474a508e66fdf3385c4f8ffbac4c7a"
"741","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The temperature of the air","True","True","True","True","True","False","True","False","False","False","Fahrenheit","b0a31ba8e2b3390664acaecc850fc574d2c5504079d134b8f5520d51ea894904"
"742","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Snowy weather","The average weather over an extended period of time","True","True","True","True","False","False","True","False","False","True","Celsius","5df68293cc27f671403f334f5000ffe2da9424fa83f8ad4bea330d3a6616bbd7"
"743","Temperature","Lower","0°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","True","False","False","True","False","False","False","False","False","Celsius","b34bb1d9e2858c4979637349c77c5929911e593da685414db182bf298e35a064"
"744","Atmospheric pressure","Lower","32°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","False","True","True","False","True","True","Fahrenheit","4030b987d1c1dc59d158c5825e5b96bdedc592737dbbcd185786b44ed77046ab"
"745","Rainfall","Higher","32°","Cirrus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","False","True","False","True","False","False","True","Fahrenheit","44c4310f9dd33d42739ec6dd8e6b9ddb8b1f24cd2ee1656d8d6a258ec0ae3979"
"746","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit","0a8d57c98aa399afd352196a0387322f81054925a876b2ea9fd1878d96e5d6a7"
"747","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Fahrenheit","2cb77eff4618811b628dc27e7ccd9eca013b5ad9900a7821750bbf2360df83f5"
"748","Atmospheric pressure","Higher","0°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","False","False","True","True","True","False","False","True","Fahrenheit","2b7f572e37f7f648736f7e9225381730922a427cb5b6e8b8a9ce370e9d0a7752"
"749","Rainfall","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","True","False","True","True","False","False","Fahrenheit","ab591901d952b5f7a6600672916cb04c021e2e66a318fa85946c9c0839cb7e38"
